stationcode,name,arrdt,lat,lon,ts_hour,bikes_mean,bikes_median,docks_mean
20033,Etienne Dolet - Place Maurice Chevalier,Paris,48.86798303359366,2.3851405311143026,2025-08-20 15:00:00+00:00,5.0,5.0,42.0
20034,Sorbier - Ménilmontant,Paris,48.868542395661,2.3897721245885,2025-08-20 15:00:00+00:00,2.0,2.0,22.0
20035,Pyrénées - Ménilmontant,Paris,48.8693268535238,2.395084574818611,2025-08-20 15:00:00+00:00,4.0,4.0,22.0
20036,Ménilmontant - Pelleport,Paris,48.870682633845,2.3989596023316,2025-08-20 15:00:00+00:00,2.0,2.0,30.0
20037,Gambetta - Saint Fargeau,Paris,48.871244610447015,2.40390568971634,2025-08-20 15:00:00+00:00,0.0,0.0,24.0
20039,Belleville - Couronnes,Paris,48.868831082877,2.3809862136841,2025-08-20 15:00:00+00:00,6.0,6.0,44.0
20040,Parc de Belleville - Julien Lacroix,Paris,48.8703459,2.3842214,2025-08-20 15:00:00+00:00,2.0,2.0,24.0
20042,Pyrénées - Emmery,Paris,48.872010281270974,2.392039597034455,2025-08-20 15:00:00+00:00,2.0,2.0,38.0
20043,Charonne - Avron,Paris,48.851602665222,2.3984030470379,2025-08-20 15:00:00+00:00,9.0,9.0,18.0
20044,Davout - Volga,Paris,48.852919679957296,2.410522909779111,2025-08-20 15:00:00+00:00,3.0,3.0,25.0
20045,Louis Ganne - Davout,Paris,48.86338720692607,2.409725748002529,2025-08-20 15:00:00+00:00,4.0,4.0,25.0
20047,Cours de Vincennes - Davout,Paris,48.847238029966,2.4107042336225,2025-08-20 15:00:00+00:00,6.0,6.0,41.0
20048,Bagnolet - Place Saint-Blaise,Paris,48.85973,2.40334,2025-08-20 15:00:00+00:00,2.0,2.0,26.0
20103,Le Vau - Maurice Bertaux,Paris,48.86803439043193,2.411030612453627,2025-08-20 15:00:00+00:00,3.0,3.0,22.0
20104,Louis Lumière.,Paris,48.86216198070008,2.41112578185621,2025-08-20 15:00:00+00:00,3.0,3.0,19.0
20105,Benoît Frachon - République,Paris,48.85230729014318,2.415605485439301,2025-08-20 15:00:00+00:00,10.0,10.0,20.0
20106,Mairie du 20ème,Paris,48.865302324275,2.3990669846535,2025-08-20 15:00:00+00:00,1.0,1.0,26.0
20108,Jardin de l'Hospice Debrousse,Paris,48.861451061938,2.40568600595,2025-08-20 15:00:00+00:00,4.0,4.0,19.0
20110,Gambetta - Tourelles,Paris,48.875337902264,2.4059921130538,2025-08-20 15:00:00+00:00,2.0,2.0,18.0
20111,Villiers de l'Isle Adam - Pyrénées,Paris,48.867362,2.396222,2025-08-20 15:00:00+00:00,2.0,2.0,18.0
20113,Piat - Parc de Belleville,Paris,48.87195626635528,2.384981390278095,2025-08-20 15:00:00+00:00,0.0,0.0,21.0
20115,Louis Lumière - Porte de Bagnolet,Paris,48.86431136000005,2.4105210229754443,2025-08-20 15:00:00+00:00,6.0,6.0,14.0
20116,Haies - Réunion,Paris,48.85386896766491,2.402426162238911,2025-08-20 15:00:00+00:00,3.0,3.0,19.0
20117,Saint-Fargeau - Mortier,Paris,48.87266656122256,2.407912909984589,2025-08-20 15:00:00+00:00,3.0,3.0,28.0
20118,Orteaux - Mouraud,Paris,48.85558642847872,2.408762907764669,2025-08-20 15:00:00+00:00,2.0,2.0,22.0
20119,Square des Saint-Simoniens,Paris,48.8701796,2.3967273,2025-08-20 15:00:00+00:00,0.0,0.0,25.0
20121,Boyer - Ménilmontant,Paris,48.868895162679,2.3919824145635,2025-08-20 15:00:00+00:00,1.0,1.0,18.0
20122,Vitruve - Davout,Paris,48.86053161154489,2.4091592812626543,2025-08-20 15:00:00+00:00,1.0,1.0,22.0
20131,Repos - Cimetière du Père Lachaise,Paris,48.859358523593,2.3896131366845,2025-08-20 15:00:00+00:00,6.0,6.0,27.0
20132,Réunion - Avron,Paris,48.852566752033766,2.403928068708116,2025-08-20 15:00:00+00:00,2.0,2.0,23.0
20134,Lieutenant Chauré - Etienne Marey,Paris,48.86746195408435,2.405970990657807,2025-08-20 15:00:00+00:00,1.0,1.0,19.0
20136,Henri Chevreau - Couronnes,Paris,48.87033205312931,2.388777695596218,2025-08-20 15:00:00+00:00,2.0,2.0,22.0
20137,Borrégo - Gambetta,Paris,48.87330497045532,2.4014145880937576,2025-08-20 15:00:00+00:00,2.0,2.0,23.0
20140,Paganini - Davout,Paris,48.85135,2.412021,2025-08-20 15:00:00+00:00,5.0,5.0,17.0
20142,Mûriers - Père Lachaise,Paris,48.86413050966805,2.39164982067019,2025-08-20 15:00:00+00:00,2.0,2.0,18.0
20143,Ramponeau - Belleville,Paris,48.871031137596,2.379056852114,2025-08-20 15:00:00+00:00,9.0,9.0,35.0
20201,Eugène Reisz - Davout,Paris,48.85631874632638,2.410396970808506,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
20202,Dupont de l'Eure - Gambetta,Paris,48.8679385,2.4003649,2025-08-20 15:00:00+00:00,1.0,1.0,30.0
20203,Evariste Galois,Paris,48.873341356228,2.4133544409574,2025-08-20 15:00:00+00:00,3.0,3.0,18.0
21001,Transvaal - Charles de Gaulle,Boulogne-Billancourt,48.848280403628806,2.2373420120857195,2025-08-20 15:00:00+00:00,7.0,7.0,20.0
21002,Place Denfert-Rochereau,Boulogne-Billancourt,48.84325253628669,2.245987951755524,2025-08-20 15:00:00+00:00,7.0,7.0,13.0
21003,Jean Jaurès - Jean Baptiste Clément,Boulogne-Billancourt,48.84576261454011,2.236965000629425,2025-08-20 15:00:00+00:00,14.0,14.0,25.0
21004,Jean Jaurès - Reine,Boulogne-Billancourt,48.84009622558849,2.239872515201569,2025-08-20 15:00:00+00:00,7.0,7.0,24.0
21005,Hôtel de Ville de Boulogne Billancourt,Boulogne-Billancourt,48.83495885166784,2.241680324077606,2025-08-20 15:00:00+00:00,10.0,10.0,16.0
21006,Marcelin Berthelot,Boulogne-Billancourt,48.8415473058801,2.233161628246308,2025-08-20 15:00:00+00:00,12.0,12.0,14.0
21007,Rond-Point Rhin et Danube,Boulogne-Billancourt,48.84045282099176,2.2280225157737736,2025-08-20 15:00:00+00:00,26.0,26.0,27.0
21008,Victor Hugo - Galliéni,Boulogne-Billancourt,48.838020154411,2.2460845112801,2025-08-20 15:00:00+00:00,11.0,11.0,19.0
21009,Le Corbusier - Jean Jaurès,Boulogne-Billancourt,48.83780830557548,2.2408381104469304,2025-08-20 15:00:00+00:00,27.0,27.0,18.0
21010,Silly - Galliéni,Boulogne-Billancourt,48.835583838706,2.2325500845909,2025-08-20 15:00:00+00:00,15.0,15.0,10.0
21011,Silly - Louis Blériot,Boulogne-Billancourt,48.83219045374266,2.234019935131073,2025-08-20 15:00:00+00:00,18.0,18.0,5.0
21013,Pierre Grenier - Pont de Billancourt,Boulogne-Billancourt,48.8258020742942,2.2487989068031315,2025-08-20 15:00:00+00:00,15.0,15.0,6.0
21014,Hameau Fleuri - Marché,Boulogne-Billancourt,48.83144889260832,2.2412404417991643,2025-08-20 15:00:00+00:00,18.0,18.0,3.0
21015,Nationale - Place Jules Guesde,Boulogne-Billancourt,48.82753962462998,2.2416052222251897,2025-08-20 15:00:00+00:00,10.0,10.0,13.0
21016,Point du Jour - Jean Jaurès,Boulogne-Billancourt,48.82875314143647,2.245911467014621,2025-08-20 15:00:00+00:00,14.0,14.0,26.0
21017,Place Marcel Sembat,Boulogne-Billancourt,48.83328865030686,2.2441747784614567,2025-08-20 15:00:00+00:00,14.0,14.0,42.0
21019,Edouard Vaillant - Paul-Adolphe Souriau,Boulogne-Billancourt,48.834845858829,2.2479459643364,2025-08-20 15:00:00+00:00,5.0,5.0,23.0
21021,Enfants du Paradis - Peupliers,Boulogne-Billancourt,48.833122686454,2.2571459412575,2025-08-20 15:00:00+00:00,60.0,60.0,3.0
21022,Dôme - République,Boulogne-Billancourt,48.832681,2.250257,2025-08-20 15:00:00+00:00,11.0,11.0,14.0
21023,Ancienne Mairie - André Morizet,Boulogne-Billancourt,48.838311,2.234077,2025-08-20 15:00:00+00:00,13.0,13.0,12.0
21024,Billancourt - Général Leclerc,Boulogne-Billancourt,48.8322649,2.2380413,2025-08-20 15:00:00+00:00,19.0,19.0,3.0
21026,Sèvres - Général Leclerc,Boulogne-Billancourt,48.830121559055,2.2314262390137,2025-08-20 15:00:00+00:00,27.0,27.0,2.0
21027,Fief - République,Boulogne-Billancourt,48.83170888166024,2.255771979689598,2025-08-20 15:00:00+00:00,19.0,19.0,6.0
21028,Pierre Lefaucheux - Traversière,Boulogne-Billancourt,48.82435208303827,2.2417913004755974,2025-08-20 15:00:00+00:00,6.0,6.0,29.0
21029,Cours de l'Ile Seguin - Parc Billancourt,Boulogne-Billancourt,48.82714055843935,2.234234511852265,2025-08-20 15:00:00+00:00,4.0,4.0,23.0
21030,Fessart - Château,Boulogne-Billancourt,48.84245,2.23989,2025-08-20 15:00:00+00:00,8.0,8.0,12.0
21031,Cimetière de Boulogne-Billancourt,Boulogne-Billancourt,48.830764,2.252024,2025-08-20 15:00:00+00:00,15.0,15.0,25.0
21032,Sèvres-Gallieni,Boulogne-Billancourt,48.837809408957,2.2281519323587,2025-08-20 15:00:00+00:00,17.0,17.0,10.0
21033,Sèvres - Maréchal Juin,Boulogne-Billancourt,48.8324305,2.2292812,2025-08-20 15:00:00+00:00,17.0,17.0,0.0
21104,Madame de Sanzillon - Mozart,Clichy,48.90379820774301,2.3187401890754704,2025-08-20 15:00:00+00:00,15.0,15.0,6.0
21105,Morice - Général Leclerc,Clichy,48.90245471981591,2.3128929734230046,2025-08-20 15:00:00+00:00,15.0,15.0,10.0
21107,Bertrand Sincholle - Henri Barbusse,Clichy,48.89925982394349,2.3042294383049016,2025-08-20 15:00:00+00:00,9.0,9.0,14.0
21108,Mairie de Clichy,Clichy,48.903653634661,2.3059353232384,2025-08-20 15:00:00+00:00,16.0,16.0,35.0
21109,Guichet - Jean Jaurès,Clichy,48.90516986812904,2.3023840785026555,2025-08-20 15:00:00+00:00,12.0,12.0,15.0
21110,Parc Roger Salengro,Clichy,48.905303858642,2.31055945158,2025-08-20 15:00:00+00:00,13.0,13.0,21.0
21111,Professeur René Leriche - Général Leclerc,Clichy,48.90782845483013,2.307887971401215,2025-08-20 15:00:00+00:00,8.0,8.0,42.0
21112,Claude Debussy - Marc Bloch,Clichy,48.910388180512,2.3117771744728,2025-08-20 15:00:00+00:00,28.0,28.0,25.0
21114,Gustave Eiffel - Parc des Impressionnistes,Clichy,48.90390619651018,2.2946908324956894,2025-08-20 15:00:00+00:00,5.0,5.0,25.0
21115,Chancé Milly - Cimetière Communal Sud,Clichy,48.89687189382465,2.303922325372696,2025-08-20 15:00:00+00:00,9.0,9.0,23.0
21118,Neuilly - Petit,Clichy,48.89896536134125,2.29627937078476,2025-08-20 15:00:00+00:00,9.0,9.0,6.0
21119,Belfort - Victor Hugo,Clichy,48.9018492,2.3172724,2025-08-20 15:00:00+00:00,17.0,17.0,7.0
21120,Docteur Calmette - Martre,Clichy,48.898969358483,2.3086513252383,2025-08-20 15:00:00+00:00,10.0,10.0,20.0
21203,Place Jules Ferry,Montrouge,48.812107928414775,2.325837314128876,2025-08-20 15:00:00+00:00,0.0,0.0,26.0
21204,Estienne d'Orves - Henri Ginoux,Montrouge,48.81538822039728,2.320886790760933,2025-08-20 15:00:00+00:00,4.0,4.0,26.0
21205,Arthur Auger - Jean Jaurès,Montrouge,48.81373644558524,2.3069277405738835,2025-08-20 15:00:00+00:00,2.0,2.0,22.0
21207,Verdier - République,Montrouge,48.815403766277,2.31739372015,2025-08-20 15:00:00+00:00,4.0,4.0,24.0
21209,Molière - République,Montrouge,48.81111581390707,2.314573862444816,2025-08-20 15:00:00+00:00,7.0,7.0,23.0
21212,Marne - Germain Dardan,Montrouge,48.81217465201,2.3035024699104,2025-08-20 15:00:00+00:00,1.0,1.0,21.0
21213,Vanne - Général de Gaulle,Montrouge,48.815007,2.328318,2025-08-20 15:00:00+00:00,5.0,5.0,20.0
21215,Verdier - Jean Jaurès,Montrouge,48.81614048711214,2.3123561963438988,2025-08-20 15:00:00+00:00,4.0,4.0,28.0
21216,Louis Lejeune - Barbès,Montrouge,48.81807418981508,2.326700985431672,2025-08-20 15:00:00+00:00,3.0,3.0,22.0
21217,Louis Rolland - République,Montrouge,48.81710889740748,2.319310643495572,2025-08-20 15:00:00+00:00,1.0,1.0,24.0
21218,Gabriel Péri - Place de la Libération,Montrouge,48.819828421929,2.3117361743705,2025-08-20 15:00:00+00:00,5.0,5.0,12.0
21219,Amaury Duval - Gabriel Péri,Montrouge,48.81718759671675,2.323841750621796,2025-08-20 15:00:00+00:00,2.0,2.0,33.0
21301,Saint-Vincent - Verdun,Issy-les-Moulineaux,48.819211549234495,2.254007756710053,2025-08-20 15:00:00+00:00,11.0,11.0,23.0
21302,Aristide Briand - Place de la Résistance,Issy-les-Moulineaux,48.82124248401006,2.2511002421379094,2025-08-20 15:00:00+00:00,7.0,7.0,17.0
21303,Jean Monnet - Iles,Issy-les-Moulineaux,48.8233939840573,2.2497073194874866,2025-08-20 15:00:00+00:00,26.0,26.0,6.0
21305,Place Jacques Madaule,Issy-les-Moulineaux,48.823933787309,2.2606918215752,2025-08-20 15:00:00+00:00,14.0,14.0,11.0
21306,Place Lafayette,Issy-les-Moulineaux,48.829654975522,2.2638675570488,2025-08-20 15:00:00+00:00,38.0,38.0,21.0
21307,Victor Cresson - Telles de la Poterie,Issy-les-Moulineaux,48.822698842979,2.2686498274964,2025-08-20 15:00:00+00:00,17.0,17.0,14.0
21308,Bara - Henri Farman,Issy-les-Moulineaux,48.833218027457846,2.2677567601203923,2025-08-20 15:00:00+00:00,47.0,47.0,11.0
21309,Mairie d'Issy,Issy-les-Moulineaux,48.823767792468,2.2723111510277,2025-08-20 15:00:00+00:00,15.0,15.0,25.0
21310,Kléber - Gouverneur Général Eboué,Issy-les-Moulineaux,48.8268858430698,2.2723413258790965,2025-08-20 15:00:00+00:00,22.0,22.0,2.0
21311,Parvis Corentin Celton,Issy-les-Moulineaux,48.827472525227,2.2784319519997,2025-08-20 15:00:00+00:00,39.0,39.0,16.0
21312,Lucie Aubrac - Fort,Issy-les-Moulineaux,48.818144834008976,2.271184623241425,2025-08-20 15:00:00+00:00,2.0,2.0,28.0
21313,Guynemer - Séverine,Issy-les-Moulineaux,48.83091743371036,2.279070653021336,2025-08-20 15:00:00+00:00,17.0,17.0,8.0
21314,Chemin de Bretagne,Issy-les-Moulineaux,48.824753068884,2.2588385956052,2025-08-20 15:00:00+00:00,21.0,21.0,8.0
21315,Jules Guesdes - Général de Gaulle,Issy-les-Moulineaux,48.81930581291959,2.278934195637703,2025-08-20 15:00:00+00:00,1.0,1.0,22.0
21316,Cimetière d'Issy-les-Moulineaux,Issy-les-Moulineaux,48.817699773925,2.2609312087297,2025-08-20 15:00:00+00:00,0.0,0.0,24.0
21319,Esplanade du Foncet - Camille Desmoulins,Issy-les-Moulineaux,48.827090233495,2.2606857866049,2025-08-20 15:00:00+00:00,20.0,20.0,8.0
21320,Président Roosevelt - Rouget de Lisle,Issy-les-Moulineaux,48.83047518749,2.2616135525345,2025-08-20 15:00:00+00:00,28.0,28.0,12.0
21323,Charlot - Stade Gabriel Voisin,Issy-les-Moulineaux,48.827228120536,2.268122527474,2025-08-20 15:00:00+00:00,30.0,30.0,0.0
21326,Moulin de Pierre - Abbé Grégoire,Issy-les-Moulineaux,48.822036188382,2.2754641655975,2025-08-20 15:00:00+00:00,6.0,6.0,12.0
21327,Jean Bouin - Gouverneur Général Eboué,Issy-les-Moulineaux,48.824792734266,2.2651904328524,2025-08-20 15:00:00+00:00,25.0,25.0,5.0
21328,Verger - Colonel Guichard,Issy-les-Moulineaux,48.816376985087,2.2670380088932,2025-08-20 15:00:00+00:00,2.0,2.0,27.0
21329,Gare - Aristide Briand,Issy-les-Moulineaux,48.821410564722,2.2555950104387,2025-08-20 15:00:00+00:00,11.0,11.0,17.0
21401,Mairie de Clamart,Clamart,48.800612,2.262151,2025-08-20 15:00:00+00:00,2.0,2.0,29.0
21402,Place Aimé Césaire,Clamart,48.783194713067815,2.2429127991199493,2025-08-20 15:00:00+00:00,0.0,0.0,27.0
21404,Jean Jaurès - Gare de Clamart,Clamart,48.81321981219,2.2716768079163,2025-08-20 15:00:00+00:00,0.0,0.0,20.0
21501,Pont de Suresnes,Suresnes,48.867415092322,2.2258946679617,2025-08-20 15:00:00+00:00,14.0,14.0,4.0
21502,Verdun - Place Henri IV,Suresnes,48.870797375639214,2.2277003154158592,2025-08-20 15:00:00+00:00,12.0,12.0,13.0
21505,Édouard Vaillant - Place Jean Jaurès,Suresnes,48.86265537999924,2.2089037319128613,2025-08-20 15:00:00+00:00,4.0,4.0,20.0
21506,Maurice Payret-Dortail,Suresnes,48.87811957063342,2.2233625128865246,2025-08-20 15:00:00+00:00,12.0,12.0,9.0
21507,Gardenat-Lapostol - Velettes,Suresnes,48.87387,2.224185,2025-08-20 15:00:00+00:00,1.0,1.0,19.0
21508,Georges Pompidou - Verdun,Suresnes,48.875481,2.232443,2025-08-20 15:00:00+00:00,23.0,23.0,1.0
21509,Gardenat Lapostol - Franklin Roosevelt,Suresnes,48.871839,2.222505,2025-08-20 15:00:00+00:00,3.0,3.0,21.0
21510,Fontaine du Tertre - Calvaire,Suresnes,48.8702539,2.2187778,2025-08-20 15:00:00+00:00,1.0,1.0,23.0
21511,Marcel Monge - Marcel Dassault,Suresnes,48.86096384533371,2.2246733296048142,2025-08-20 15:00:00+00:00,20.0,20.0,26.0
21514,Place de la Paix - Abbé Saint-Pierre,Suresnes,48.86462724459225,2.2047570338469806,2025-08-20 15:00:00+00:00,1.0,1.0,23.0
21701,Larmeroux - Baudelaire,Vanves,48.816939911292,2.2809894804846,2025-08-20 15:00:00+00:00,4.0,4.0,25.0
21702,Gare SNCF Vanves-Malakoff,Vanves,48.81900216383645,2.292150005103606,2025-08-20 15:00:00+00:00,11.0,11.0,39.0
21703,Square du Carrefour de l'Insurrection,Vanves,48.82086455977068,2.291113436222077,2025-08-20 15:00:00+00:00,4.0,4.0,19.0
21704,Place du Maréchal de Lattre de Tassigny,Vanves,48.821707715257055,2.2853431485432423,2025-08-20 15:00:00+00:00,3.0,3.0,24.0
21706,Jean Bleuzen - Square du 11 Novembre,Vanves,48.8232579,2.2965213,2025-08-20 15:00:00+00:00,9.0,9.0,35.0
21707,Square Etienne Jarousse,Vanves,48.82485182597129,2.2925933450460434,2025-08-20 15:00:00+00:00,0.0,0.0,22.0
21708,Marcel Yol - Jullien,Vanves,48.82537611802588,2.287235018058929,2025-08-20 15:00:00+00:00,2.0,2.0,28.0
21951,Place Centrale,Meudon,48.78740167690531,2.2278830409049992,2025-08-20 15:00:00+00:00,5.0,5.0,17.0
21952,Place Tony de Graaff,Meudon,48.8181645,2.2458109,2025-08-20 15:00:00+00:00,19.0,19.0,23.0
21953,Gare de Bellevue,Meudon,48.8192404685572,2.2295309230685234,2025-08-20 15:00:00+00:00,4.0,4.0,16.0
21954,Val-Fleury,Meudon,48.807671407991,2.2407217696309,2025-08-20 15:00:00+00:00,3.0,3.0,20.0
21955,Vaugirard - Verrerie,Meudon,48.820881336842,2.2367222622987,2025-08-20 15:00:00+00:00,18.0,18.0,8.0
22001,Château - Bineau,Neuilly-sur-Seine,48.890404028589806,2.270106375217438,2025-08-20 15:00:00+00:00,8.0,8.0,15.0
22002,Argenson - Château,Neuilly-sur-Seine,48.88855931466952,2.2642001509666447,2025-08-20 15:00:00+00:00,3.0,3.0,22.0
22003,Beffroy,Neuilly-sur-Seine,48.886591074488,2.2613945603371,2025-08-20 15:00:00+00:00,1.0,1.0,25.0
22006,Pierret - Madrid,Neuilly-sur-Seine,48.882976576876565,2.260125767248034,2025-08-20 15:00:00+00:00,6.0,6.0,22.0
22007,Commandant Charcot - Bretteville,Neuilly-sur-Seine,48.87530570765423,2.2558460757136345,2025-08-20 15:00:00+00:00,3.0,3.0,33.0
22012,Madeleine Michelis - Roule,Neuilly-sur-Seine,48.88260431301364,2.2773634269833565,2025-08-20 15:00:00+00:00,4.0,4.0,21.0
22013,Mairie de Neuilly sur Seine,Neuilly-sur-Seine,48.884947287658,2.2677031159401,2025-08-20 15:00:00+00:00,13.0,13.0,18.0
22014,Victor Hugo - Bineau,Neuilly-sur-Seine,48.88758225888669,2.2783890366554265,2025-08-20 15:00:00+00:00,8.0,8.0,16.0
22015,Île de la Jatte,Neuilly-sur-Seine,48.8940361613021,2.2666339203715324,2025-08-20 15:00:00+00:00,4.0,4.0,19.0
22016,Charles de Gaulle - Sablonville,Neuilly-sur-Seine,48.87991924860035,2.2763770446181297,2025-08-20 15:00:00+00:00,4.0,4.0,22.0
22017,Charles de Gaulle - Louis Philippe,Neuilly-sur-Seine,48.881742142181,2.2710045335353,2025-08-20 15:00:00+00:00,7.0,7.0,21.0
22018,Charles de Gaulle - Les Sablons,Neuilly-sur-Seine,48.880987514929,2.2715748726513,2025-08-20 15:00:00+00:00,4.0,4.0,31.0
22019,Charles de Gaulle,Neuilly-sur-Seine,48.885368380902,2.2595618686871,2025-08-20 15:00:00+00:00,0.0,0.0,0.0
22101,Gare Routière de Saint Cloud,Saint-Cloud,48.84288183896324,2.222245037555695,2025-08-20 15:00:00+00:00,30.0,30.0,1.0
22102,Mont Valérien - Michel Salles,Saint-Cloud,48.8561915,2.2152966,2025-08-20 15:00:00+00:00,9.0,9.0,15.0
22103,Senard - Charles Blum,Saint-Cloud,48.857315824799,2.221091687679291,2025-08-20 15:00:00+00:00,7.0,7.0,17.0
22201,Henri Ravera - Gabriel Péri,Bagneux,48.79722273833844,2.302115857601166,2025-08-20 15:00:00+00:00,1.0,1.0,29.0
22203,Tertres - Fontaine,Bagneux,48.78755365471565,2.306235730648041,2025-08-20 15:00:00+00:00,3.0,3.0,24.0
22206,Louis Pasteur - Albert Petit,Bagneux,48.796261,2.317289,2025-08-20 15:00:00+00:00,2.0,2.0,27.0
22207,Rond-point du Dr Albert Schweitzer,Bagneux,48.78980918988166,2.3143940046429634,2025-08-20 15:00:00+00:00,6.0,6.0,16.0
22208,Stalingrad - Barbara,Bagneux,48.809223658808,2.3175904558822,2025-08-20 15:00:00+00:00,1.0,1.0,19.0
22209,Verdun - Henri Barbusse,Bagneux,48.802056061754,2.3159965061736,2025-08-20 15:00:00+00:00,8.0,8.0,14.0
22301,Chausson - Gabriel Péri,Gennevilliers,48.92189100348112,2.2952306270599365,2025-08-20 15:00:00+00:00,4.0,4.0,18.0
22302,Gare RER - Général de Gaulle,Gennevilliers,48.933548439566,2.3064726536317,2025-08-20 15:00:00+00:00,23.0,23.0,17.0
22303,Lucien Lanternier - Le Luth,Gennevilliers,48.93159430558871,2.2889783978462224,2025-08-20 15:00:00+00:00,5.0,5.0,21.0
22304,ZAC des Louvresses,Gennevilliers,48.943681749651,2.3057864216906,2025-08-20 15:00:00+00:00,9.0,9.0,23.0
22305,Jean Jaurès - Place du Dr Roux,Gennevilliers,48.927567032796,2.2947337017374,2025-08-20 15:00:00+00:00,19.0,19.0,16.0
22306,Place du 17 Octobre,Gennevilliers,48.91962690034779,2.2978286134199792,2025-08-20 15:00:00+00:00,7.0,7.0,13.0
22401,Charles de Gaulle - Plateau de Vanves,Malakoff,48.82233088973263,2.298571803412886,2025-08-20 15:00:00+00:00,8.0,8.0,25.0
22402,Jean Jaurès - Salvador Allende,Malakoff,48.821475594736775,2.3026576638221745,2025-08-20 15:00:00+00:00,0.0,0.0,38.0
22403,Pierre Brossolette - Adolphe Pinard,Malakoff,48.821772279548,2.3131558299065,2025-08-20 15:00:00+00:00,10.0,10.0,13.0
22404,Pierre Brossolette - 12 Février 1934,Malakoff,48.8176962416867,2.3076123744249344,2025-08-20 15:00:00+00:00,1.0,1.0,24.0
22406,Guy Môquet - Etienne Dolet,Malakoff,48.81527009991819,2.298078276995073,2025-08-20 15:00:00+00:00,7.0,7.0,15.0
22408,Place du 14 Juillet,Malakoff,48.819266959525,2.3011998832226,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
22409,Henri Barbusse - Stalingrad,Malakoff,48.81418374866056,2.287286259233952,2025-08-20 15:00:00+00:00,2.0,2.0,13.0
22501,Théâtre de La Garenne,La Garenne-Colombes,48.905658361454,2.2345951981176,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
22502,Kléber - National,La Garenne-Colombes,48.90633389871224,2.2393910586833954,2025-08-20 15:00:00+00:00,8.0,8.0,12.0
22503,Joffre - Aigle,La Garenne-Colombes,48.904033,2.245096,2025-08-20 15:00:00+00:00,6.0,6.0,14.0
22505,Mairie de La Garenne Colombes,La Garenne-Colombes,48.90663823468682,2.24679596722126,2025-08-20 15:00:00+00:00,10.0,10.0,12.0
22506,Gare des Vallées,La Garenne-Colombes,48.913179,2.257726,2025-08-20 15:00:00+00:00,6.0,6.0,12.0
22507,Châteaudun - Place de la Liberté,La Garenne-Colombes,48.90970830301211,2.2454486480600626,2025-08-20 15:00:00+00:00,3.0,3.0,23.0
22601,Marx Dormoy - Château Sainte-Barbe,Fontenay-aux-Roses,48.79178234105533,2.297856844961643,2025-08-20 15:00:00+00:00,6.0,6.0,15.0
22602,Place Henri Dunant - Gare RER,Fontenay-aux-Roses,48.788093281931,2.2909234046643,2025-08-20 15:00:00+00:00,5.0,5.0,25.0
22603,Place de la Division Leclerc,Fontenay-aux-Roses,48.79382498863652,2.2731140430551027,2025-08-20 15:00:00+00:00,2.0,2.0,32.0
22604,Hôtel de Ville de Fontenay-aux-Roses,Fontenay-aux-Roses,48.790844603480856,2.287145593031945,2025-08-20 15:00:00+00:00,1.0,1.0,31.0
22701,Général Leclerc - République,Bois-Colombes,48.915885074177,2.2682306702811,2025-08-20 15:00:00+00:00,11.0,11.0,18.0
22703,Place Jean Mermoz,Bois-Colombes,48.9220937,2.2718348,2025-08-20 15:00:00+00:00,20.0,20.0,10.0
23001,Paul Vaillant Couturier - Chaptal,Levallois-Perret,48.893479576183,2.2775253653526,2025-08-20 15:00:00+00:00,18.0,18.0,21.0
23002,Pont de Levallois-bécon,Levallois-Perret,48.8984179,2.2791311,2025-08-20 15:00:00+00:00,28.0,28.0,19.0
23003,Président Wilson - Baudin,Levallois-Perret,48.89826887103676,2.2849336266517644,2025-08-20 15:00:00+00:00,15.0,15.0,12.0
23004,Paul Vaillant-Couturier - Victor Hugo,Levallois-Perret,48.89819702263572,2.293848017974069,2025-08-20 15:00:00+00:00,10.0,10.0,26.0
23005,Gare de Clichy-Levallois,Levallois-Perret,48.89679827481989,2.2984680533409123,2025-08-20 15:00:00+00:00,17.0,17.0,7.0
23006,Jules Guesde - Alsace,Levallois-Perret,48.890566275506,2.2950777411461,2025-08-20 15:00:00+00:00,17.0,17.0,5.0
23007,Président Wilson - Jean Jaures,Levallois-Perret,48.89034054052266,2.2920683026313786,2025-08-20 15:00:00+00:00,12.0,12.0,12.0
23008,Hôtel de Ville de Levallois Perret,Levallois-Perret,48.89314451997415,2.2888818383216862,2025-08-20 15:00:00+00:00,7.0,7.0,18.0
23009,Anatole France - Louise Michel,Levallois-Perret,48.88873214926474,2.288157641887665,2025-08-20 15:00:00+00:00,8.0,8.0,42.0
23010,Voltaire - Anatole France,Levallois-Perret,48.8919993602569,2.284262739121914,2025-08-20 15:00:00+00:00,4.0,4.0,19.0
23011,Bineau - Louise Michel,Levallois-Perret,48.88666162207,2.2843274474144,2025-08-20 15:00:00+00:00,8.0,8.0,18.0
23041,Général Leclerc - Bièvre,Bourg-la-Reine,48.78241442874732,2.3166695237159733,2025-08-20 15:00:00+00:00,21.0,21.0,4.0
23042,André Theuriet - Blagis,Bourg-la-Reine,48.77977325745441,2.3130525648593903,2025-08-20 15:00:00+00:00,27.0,27.0,2.0
