stationcode,name,arrdt,lat,lon,ts_hour,bikes_mean,bikes_median,docks_mean
41210,Hôtel de ville de Fontenay-sous-Bois,Fontenay-sous-Bois,48.84949749106274,2.475016415119172,2025-08-20 15:00:00+00:00,1.0,1.0,19.0
41211,Louis Xavier de Ricard - Ancienne Mairie,Fontenay-sous-Bois,48.84629899065091,2.472420372068882,2025-08-20 15:00:00+00:00,7.0,7.0,27.0
41212,Nungesser - Santé,Fontenay-sous-Bois,48.852335,2.448967,2025-08-20 15:00:00+00:00,1.0,1.0,21.0
41301,Bois de Vincennes - Gare,Nogent-sur-Marne,48.836022242887,2.470833995083,2025-08-20 15:00:00+00:00,10.0,10.0,39.0
41302,Charles de Gaulle - Beauté,Nogent-sur-Marne,48.83649602312711,2.479562651149885,2025-08-20 15:00:00+00:00,3.0,3.0,46.0
41303,Gare de Nogent-le-Perreux,Nogent-sur-Marne,48.83842553348809,2.493693307042122,2025-08-20 15:00:00+00:00,13.0,13.0,19.0
41304,Port - Maurice Chevalier,Nogent-sur-Marne,48.832474421632,2.490257616467,2025-08-20 15:00:00+00:00,22.0,22.0,8.0
41401,Marne - Charles de Gaulle,Alfortville,48.815071719544434,2.4121668934822087,2025-08-20 15:00:00+00:00,11.0,11.0,16.0
41402,Victor Hugo - Ecoles,Alfortville,48.80476007936134,2.4180373930262093,2025-08-20 15:00:00+00:00,7.0,7.0,18.0
41403,Gare RER - Malleret-Joinville,Alfortville,48.802936,2.42531,2025-08-20 15:00:00+00:00,18.0,18.0,2.0
41404,Carnot - Pâquerettes,Alfortville,48.79592939432515,2.4261841177940373,2025-08-20 15:00:00+00:00,14.0,14.0,12.0
41405,Place de l'Europe - Alfortville,Alfortville,48.78913702405837,2.4284800887107854,2025-08-20 15:00:00+00:00,8.0,8.0,16.0
41601,Général De Gaulle - Alouette,Saint-Mandé,48.839109,2.4175664,2025-08-20 15:00:00+00:00,7.0,7.0,19.0
41602,Place Charles Digeon,Saint-Mandé,48.84354203133597,2.418427169322968,2025-08-20 15:00:00+00:00,4.0,4.0,27.0
41604,Lagny - Joffre,Saint-Mandé,48.84930687084088,2.417949736118317,2025-08-20 15:00:00+00:00,16.0,16.0,15.0
41605,Général De Gaulle - Vivien,Saint-Mandé,48.83607420090204,2.418916672468185,2025-08-20 15:00:00+00:00,10.0,10.0,12.0
41606,Pasteur - Gambetta,Saint-Mandé,48.84572797384512,2.4236011505126958,2025-08-20 15:00:00+00:00,7.0,7.0,11.0
42003,Place de l'Insurrection d'Août 1944,Ivry-sur-Seine,48.81477852751594,2.398074567317963,2025-08-20 15:00:00+00:00,22.0,22.0,8.0
42004,Westermeyer - Paul Vaillant-Couturier,Ivry-sur-Seine,48.81911618157877,2.3966637253761296,2025-08-20 15:00:00+00:00,24.0,24.0,8.0
42010,Mairie d'Ivry-sur-Seine,Ivry-sur-Seine,48.81057120969284,2.384282648563385,2025-08-20 15:00:00+00:00,32.0,32.0,21.0
42011,Quai Marcel Boyer - Victor Hugo,Ivry-sur-Seine,48.822556366667,2.3920395970345,2025-08-20 15:00:00+00:00,15.0,15.0,12.0
42014,Place Marcel Cachin,Ivry-sur-Seine,48.81411442356866,2.39090770483017,2025-08-20 15:00:00+00:00,25.0,25.0,6.0
42015,Place Jean Ferrat,Ivry-sur-Seine,48.8184945213025,2.3744174838066106,2025-08-20 15:00:00+00:00,10.0,10.0,15.0
42016,Pierre et Marie Curie - Maurice Thorez,Ivry-sur-Seine,48.81580226360801,2.376804985105991,2025-08-20 15:00:00+00:00,4.0,4.0,22.0
42018,Amédée Huon - Fort d'Ivry,Ivry-sur-Seine,48.80513137689999,2.388489693403244,2025-08-20 15:00:00+00:00,18.0,18.0,13.0
42019,Lampes,Ivry-sur-Seine,48.81152481985875,2.4017931148409843,2025-08-20 15:00:00+00:00,26.0,26.0,16.0
42021,Raspail - Manufacture des Oeillets,Ivry-sur-Seine,48.8094458,2.3903009,2025-08-20 15:00:00+00:00,20.0,20.0,12.0
42022,Gare RER - Maurice Grandcoing,Ivry-sur-Seine,48.813881,2.392429,2025-08-20 15:00:00+00:00,21.0,21.0,16.0
42024,Danielle Casanova - Ledru-Rollin,Ivry-sur-Seine,48.815783497876815,2.383259721100331,2025-08-20 15:00:00+00:00,23.0,23.0,5.0
42026,Barbès - Monique Maunoury,Ivry-sur-Seine,48.81552718820216,2.3687169334905405,2025-08-20 15:00:00+00:00,1.0,1.0,39.0
42027,Verdun - Pierre et Marie Curie,Ivry-sur-Seine,48.812822398263286,2.370710670948029,2025-08-20 15:00:00+00:00,5.0,5.0,21.0
42028,Verdun - Carnot,Ivry-sur-Seine,48.80843937606495,2.373795211315155,2025-08-20 15:00:00+00:00,4.0,4.0,24.0
42029,Stalingrad - Germaine Tailleferre,Ivry-sur-Seine,48.80257200481316,2.3786691203713417,2025-08-20 15:00:00+00:00,24.0,24.0,4.0
42030,Stéphanie Bouvard - Gambetta,Ivry-sur-Seine,48.814548138856,2.4024386957288,2025-08-20 15:00:00+00:00,11.0,11.0,19.0
42205,Place Aristide Briand,Charenton-le-Pont,48.82189236575831,2.413003742694855,2025-08-20 15:00:00+00:00,11.0,11.0,22.0
42208,Place des Marseillais,Charenton-le-Pont,48.826605522232,2.4059119927899,2025-08-20 15:00:00+00:00,0.0,0.0,33.0
42209,Place de l'Europe - Quai de Bercy,Charenton-le-Pont,48.82529858840266,2.394567914307117,2025-08-20 15:00:00+00:00,14.0,14.0,3.0
42210,Victor Hugo - Paul Eluard,Charenton-le-Pont,48.819602554907,2.4114319673051,2025-08-20 15:00:00+00:00,20.0,20.0,12.0
42211,Séminaire de Conflans - Liberté,Charenton-le-Pont,48.823194,2.404179,2025-08-20 15:00:00+00:00,6.0,6.0,19.0
42301,Gare Arcueil - Cachan,Arcueil,48.799824,2.328171,2025-08-20 15:00:00+00:00,20.0,20.0,5.0
42302,Aristide Briand - Gare de Bagneux,Cachan,48.79387269664978,2.321148812770844,2025-08-20 15:00:00+00:00,9.0,9.0,11.0
42303,Place Eustache Deschamps,Cachan,48.793855,2.336637,2025-08-20 15:00:00+00:00,10.0,10.0,9.0
42304,Marc Sangnier - Division Leclerc,Cachan,48.78599652305309,2.329955510795116,2025-08-20 15:00:00+00:00,14.0,14.0,5.0
42305,Vanne - Saussaies,Cachan,48.786404,2.338848,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
42501,Raspail - Albert Schweitzer,Gentilly,48.81031545,2.34395871,2025-08-20 15:00:00+00:00,18.0,18.0,9.0
42503,Vladimir Ilitch Lénine - Andrée Chedid,Gentilly,48.813240124373,2.3319716067039,2025-08-20 15:00:00+00:00,1.0,1.0,29.0
42504,Gare RER de Gentilly,Gentilly,48.814280450380224,2.341034710407257,2025-08-20 15:00:00+00:00,2.0,2.0,28.0
42505,Charles Frérot - Albert Guilpin,Gentilly,48.8155839183714,2.3505029082298283,2025-08-20 15:00:00+00:00,12.0,12.0,15.0
42701,Charles Gide - Fort de Bicêtre,Le Kremlin-Bicêtre,48.8071937956922,2.353984415531159,2025-08-20 15:00:00+00:00,5.0,5.0,25.0
42703,Fontainebleau - Edmond Michelet,Le Kremlin-Bicêtre,48.80956436844049,2.3626908659935,2025-08-20 15:00:00+00:00,9.0,9.0,36.0
42704,Mairie du Kremlin-Bicêtre,Le Kremlin-Bicêtre,48.81191981537702,2.3570189997553825,2025-08-20 15:00:00+00:00,2.0,2.0,23.0
42706,Roger Salengro - Fontainebleau,Le Kremlin-Bicêtre,48.814548697325,2.3611663654447,2025-08-20 15:00:00+00:00,3.0,3.0,22.0
42707,Place Jean-Baptiste Clément,Le Kremlin-Bicêtre,48.81240466867336,2.361709177494049,2025-08-20 15:00:00+00:00,7.0,7.0,17.0
43001,Paris - Laitières,Vincennes,48.846302741513,2.4207553267479,2025-08-20 15:00:00+00:00,1.0,1.0,20.0
43002,Lagny - Victor Basch,Vincennes,48.84884147189881,2.426325418925233,2025-08-20 15:00:00+00:00,12.0,12.0,14.0
43003,Hôpital Bégin,Vincennes,48.84571672113,2.4272462725639,2025-08-20 15:00:00+00:00,7.0,7.0,19.0
43004,Montreuil - République,Vincennes,48.85026349463687,2.4345204234123234,2025-08-20 15:00:00+00:00,2.0,2.0,23.0
43005,Gare RER de Vincennes,Vincennes,48.847563015126106,2.433383166790009,2025-08-20 15:00:00+00:00,33.0,33.0,18.0
43006,Vignerons - Minimes,Vincennes,48.841486,2.430793,2025-08-20 15:00:00+00:00,24.0,24.0,5.0
43007,Hôtel de Ville de Vincennes,Vincennes,48.84827609706963,2.439895570278168,2025-08-20 15:00:00+00:00,6.0,6.0,21.0
43008,Fontenay - Libération,Vincennes,48.847803063647,2.4451419711113,2025-08-20 15:00:00+00:00,6.0,6.0,19.0
43009,Place Jean-Spire-Lemaître,Vincennes,48.8468428626593,2.452062070369721,2025-08-20 15:00:00+00:00,1.0,1.0,49.0
43010,La Jarry - Place Diderot,Vincennes,48.849726940367,2.4520137906075,2025-08-20 15:00:00+00:00,0.0,0.0,25.0
43402,Place de Verdun,Joinville-le-Pont,48.8202823,2.473775,2025-08-20 15:00:00+00:00,33.0,33.0,5.0
43403,Gare RER - Canadiens,Joinville-le-Pont,48.819659244971,2.4644082766769,2025-08-20 15:00:00+00:00,14.0,14.0,24.0
44001,Quai Jules Guesde - Saint-Simon,Vitry-sur-Seine,48.80391487219,2.4089661620274,2025-08-20 15:00:00+00:00,22.0,22.0,7.0
44002,Paul Vaillant-Couturier - Gare RER,Vitry-sur-Seine,48.80108159069614,2.402097210288048,2025-08-20 15:00:00+00:00,17.0,17.0,9.0
44003,Gabriel Péri - Danielle Casanova,Vitry-sur-Seine,48.790114,2.4025777,2025-08-20 15:00:00+00:00,11.0,11.0,9.0
44004,Place de l'Eglise - Vitry-sur-Seine,Vitry-sur-Seine,48.791922819921815,2.395057752728462,2025-08-20 15:00:00+00:00,25.0,25.0,3.0
44005,Place Saint-Just,Vitry-sur-Seine,48.790379518724265,2.3895226791501045,2025-08-20 15:00:00+00:00,16.0,16.0,6.0
44006,Concorde - Stalingrad,Vitry-sur-Seine,48.7985844,2.3821302,2025-08-20 15:00:00+00:00,15.0,15.0,19.0
44007,Camille Groult - Guy Môquet,Vitry-sur-Seine,48.787482746521306,2.397672571241856,2025-08-20 15:00:00+00:00,18.0,18.0,4.0
44008,Youri Gagarine - Commune de Paris,Vitry-sur-Seine,48.782427463041,2.3939734697342,2025-08-20 15:00:00+00:00,28.0,28.0,4.0
44010,8 Mai 1945 - 10 Juillet 1940,Vitry-sur-Seine,48.784567029674,2.3979035764933,2025-08-20 15:00:00+00:00,14.0,14.0,16.0
44011,Lebrun - Colonel Fabien,Vitry-sur-Seine,48.78266870733145,2.381317801773548,2025-08-20 15:00:00+00:00,12.0,12.0,14.0
44012,Génie - Mozart,Vitry-sur-Seine,48.7949023812189,2.373418360948562,2025-08-20 15:00:00+00:00,2.0,2.0,17.0
44013,Edouard Tremblay - Julian Grimaux,Vitry-sur-Seine,48.781383825117,2.3723508417606,2025-08-20 15:00:00+00:00,2.0,2.0,28.0
44014,Camille Risch - Paul Armangot,Vitry-sur-Seine,48.774703,2.373685,2025-08-20 15:00:00+00:00,3.0,3.0,22.0
44015,Rouget de L'isle - Watteau,Vitry-sur-Seine,48.778192750803,2.3963020229163,2025-08-20 15:00:00+00:00,19.0,19.0,1.0
44016,Balzac - Olympes de Gouges,Vitry-sur-Seine,48.778503324868,2.4006786569953,2025-08-20 15:00:00+00:00,9.0,9.0,18.0
44017,Jules Guesde - Pont du Port à l'Anglais,Vitry-sur-Seine,48.79628807093802,2.417212128639221,2025-08-20 15:00:00+00:00,22.0,22.0,6.0
44018,Place des Ardoines,Vitry-sur-Seine,48.782903985673,2.406949982641,2025-08-20 15:00:00+00:00,0.0,0.0,0.0
44101,Place Mongolfier,Saint-Maurice,48.815160030060376,2.459287941455841,2025-08-20 15:00:00+00:00,30.0,30.0,8.0
44102,Verdun - Adrien Damalix,Saint-Maurice,48.8222334178559,2.4215328320860863,2025-08-20 15:00:00+00:00,5.0,5.0,21.0
44103,Pont De Charenton,Saint-Maurice,48.8179685,2.4199531,2025-08-20 15:00:00+00:00,12.0,12.0,6.0
45001,Hôtel de Ville de Champigny sur Marne,Champigny-sur-Marne,48.813810628405,2.5096759200096,2025-08-20 15:00:00+00:00,19.0,19.0,2.0
45002,Roger Salengro - Général de Gaulle,Champigny-sur-Marne,48.82002901037696,2.4846760556101803,2025-08-20 15:00:00+00:00,16.0,16.0,11.0
45003,11 Novembre 1918 - 8 Mai 1945,Champigny-sur-Marne,48.80889533774377,2.5382421165704727,2025-08-20 15:00:00+00:00,15.0,15.0,22.0
45004,République - Louis Loucheur,Champigny-sur-Marne,48.823549261189,2.5101865455508,2025-08-20 15:00:00+00:00,33.0,33.0,4.0
45005,Stalingrad - Général de Gaulle,Champigny-sur-Marne,48.823450589614,2.4965062363218,2025-08-20 15:00:00+00:00,17.0,17.0,9.0
45504,Stade - Chevilly,Chevilly-Larue,48.762769890152,2.3378724861293,2025-08-20 15:00:00+00:00,0.0,0.0,1.0
46001,Place Paul Eluard,Choisy-le-Roi,48.7672039733195,2.4144977331161503,2025-08-20 15:00:00+00:00,19.0,19.0,0.0
46002,Rouget de Lisle,Choisy-le-Roi,48.76461548339525,2.4071189761161804,2025-08-20 15:00:00+00:00,31.0,31.0,3.0
47001,Place de la Gare,Maisons-Alfort,48.80253358011283,2.4275037646293645,2025-08-20 15:00:00+00:00,41.0,41.0,4.0
47002,Les Juilliottes,Maisons-Alfort,48.8043072,2.4437362,2025-08-20 15:00:00+00:00,17.0,17.0,2.0
47004,Stade Auguste Delaune,Maisons-Alfort,48.80896378683884,2.4345204234123234,2025-08-20 15:00:00+00:00,16.0,16.0,5.0
47005,Ecole Vétérinaire,Maisons-Alfort,48.81488859822486,2.4224362157779,2025-08-20 15:00:00+00:00,31.0,31.0,5.0
47007,Liberté - Vert-de-Maisons,Maisons-Alfort,48.790147809608,2.4328628182411,2025-08-20 15:00:00+00:00,10.0,10.0,10.0
47008,Les Planètes,Maisons-Alfort,48.80929410761,2.4596271973784,2025-08-20 15:00:00+00:00,17.0,17.0,4.0
48001,Chastenet de Géry - Marcel Paul,Villejuif,48.800123,2.3567359,2025-08-20 15:00:00+00:00,2.0,2.0,22.0
48002,LCL Campus - Place Oscar Niemeyer,Villejuif,48.805342480621576,2.363983690738678,2025-08-20 15:00:00+00:00,0.0,0.0,37.0
48003,Youri Gagarine - Karl Marx,Villejuif,48.78448485079149,2.35908430069685,2025-08-20 15:00:00+00:00,11.0,11.0,11.0
48004,Maxime Gorki - Louis Aragon,Villejuif,48.78909814728443,2.368387877941132,2025-08-20 15:00:00+00:00,7.0,7.0,13.0
48005,Eugène Varlin - Place de la Paix,Villejuif,48.792862,2.363093,2025-08-20 15:00:00+00:00,4.0,4.0,18.0
48006,Maxime Gorki - Paul Vaillant-Couturier,Villejuif,48.79673508795443,2.3683342337608337,2025-08-20 15:00:00+00:00,2.0,2.0,17.0
48008,Guy Môquet - Parvis Georges Marchais,Villejuif,48.79518840095975,2.35943466424942,2025-08-20 15:00:00+00:00,2.0,2.0,27.0
48009,République - Auguste Perret,Villejuif,48.78695280952244,2.3518594354391094,2025-08-20 15:00:00+00:00,6.0,6.0,23.0
48010,Karl Marx,Villejuif,48.784527937293184,2.3646667979455587,2025-08-20 15:00:00+00:00,10.0,10.0,6.0
48011,Epi d'Or - Chevilly,Villejuif,48.781109786782,2.3549050362061,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
48012,Stalingrad - Henri Luisette,Villejuif,48.78363092456589,2.366935946761926,2025-08-20 15:00:00+00:00,1.0,1.0,25.0
51001,Gare d'Argenteuil,Argenteuil,48.94702243680671,2.256898172199726,2025-08-20 15:00:00+00:00,10.0,10.0,27.0
51002,Placette Grégoire Collas,Argenteuil,48.94342014002797,2.2487476095557213,2025-08-20 15:00:00+00:00,13.0,13.0,10.0
51003,Hôtel de Ville d'Argenteuil,Argenteuil,48.946504,2.2496396,2025-08-20 15:00:00+00:00,4.0,4.0,25.0
51004,Général Delambre - Prebuard,Argenteuil,48.93870344444,2.2234171606307,2025-08-20 15:00:00+00:00,21.0,21.0,8.0
51005,Yves Farges - Route d'Enghien,Argenteuil,48.95756799268,2.2834496977978,2025-08-20 15:00:00+00:00,27.0,27.0,8.0
51007,Résistance - Romain Rolland,Argenteuil,48.950873482371,2.2310190077797,2025-08-20 15:00:00+00:00,8.0,8.0,20.0
51008,Martyrs de Châteaubriant - Jean Grandel,Argenteuil,48.951432,2.211214,2025-08-20 15:00:00+00:00,12.0,12.0,26.0
92001,Mairie de quartier du Plateau - Mont-Valérien,Nanterre,48.8799933,2.2072437,2025-08-20 15:00:00+00:00,12.0,12.0,7.0
92002,Théâtre des Amandiers - Palais des sports,Nanterre,48.892648526839,2.2136941552162,2025-08-20 15:00:00+00:00,14.0,14.0,9.0
92003,Chanzy - Sud-Est,Nanterre,48.888912037698766,2.195632159709931,2025-08-20 15:00:00+00:00,13.0,13.0,11.0
92004,Nanterre - Université,Nanterre,48.901365,2.212693,2025-08-20 15:00:00+00:00,0.0,0.0,20.0
92005,Gare de Nanterre Ville,Nanterre,48.8950295,2.1957932,2025-08-20 15:00:00+00:00,27.0,27.0,16.0
92006,Place Nelson Mandela,Nanterre,48.89787431818056,2.2182820737361912,2025-08-20 15:00:00+00:00,8.0,8.0,20.0
92007,Pesaro - Préfecture,Nanterre,48.89577046284005,2.223908342421055,2025-08-20 15:00:00+00:00,5.0,5.0,15.0
92008,Hôtel de Ville de Nanterre,Nanterre,48.89237189825042,2.205548956990242,2025-08-20 15:00:00+00:00,21.0,21.0,17.0
